OrderID,OrderDate,Customer,Region,Segment,Category,Sub-Category,ProductName,Price,Quantity,Discount,Sales,Profit,ShippingMode,State
ORD-101632,2/4/2022,Skyler Johnson,North,Home Office,Furniture,Tables,Tables - Model 770,99.35,5,0,496.75,193.79,Second Class,Georgia
ORD-107025,4/20/2021,Dana Miller,Central,Home Office,Office Supplies,Writing,Writing - Model 551,1,5,0,5,-45.41,First Class,North Carolina
ORD-102298,3/21/2020,Skyler Smith,North,Home Office,Office Supplies,Writing,Writing - Model 575,40.15,4,0.05,152.57,32.73,Same Day,Illinois
ORD-107316,1/29/2020,Chris Johnson,South,Corporate,Furniture,Chairs,Chairs - Model 324,86.76,7,0.05,576.95,204.65,Second Class,Florida
ORD-104252,10/17/2020,Taylor Johnson,South,Home Office,Furniture,Bookcases,Bookcases - Model 355,73.52,2,0,147.04,63.14,First Class,Michigan
ORD-105676,8/29/2021,Taylor Wilson,West,Corporate,Office Supplies,Paper,Paper - Model 675,1,6,0,6,-34.95,Same Day,Florida
ORD-102721,12/6/2022,Skyler Davis,West,Home Office,Furniture,Chairs,Chairs - Model 740,55.29,5,0,276.45,92.24,First Class,Ohio
ORD-111571,2/14/2021,Sam Brown,East,Consumer,Office Supplies,Writing,Writing - Model 443,1,2,0,2,-16.4,First Class,Florida
ORD-106070,9/18/2025,Robin Rodriguez,West,Home Office,Technology,Copiers,Copiers - Model 202,227.61,5,0.1,1024.25,368.25,Same Day,Florida
ORD-106086,9/24/2022,Riley Brown,North,Consumer,Office Supplies,Paper,Paper - Model 332,1,5,0,5,7.98,Same Day,North Carolina
ORD-108014,3/2/2022,Sam Wilson,West,Consumer,Office Supplies,Binders,Binders - Model 870,1,3,0,3,-27.2,First Class,North Carolina
ORD-110639,8/4/2020,Kim Smith,Central,Corporate,Furniture,Bookcases,Bookcases - Model 547,31.33,,0.1,140.98,73.87,Same Day,Ohio
ORD-108204,2/2/2022,Dana Miller,East,Corporate,Technology,Copiers,Copiers - Model 513,281.4,2,0,562.8,247.45,Second Class,Ohio
ORD-105853,10/27/2023,Kim Jones,Central,Corporate,Office Supplies,Storage,Storage - Model 664,1,5,0,5,-31.24,Standard Class,Ohio
ORD-105094,2/2/2020,Alex Miller,North,Consumer,Technology,Phones,Phones - Model 881,34.39,3,0,103.17,30.3,Second Class,California
ORD-107769,6/7/2022,Dana Williams,South,Consumer,Office Supplies,Writing,Writing - Model 644,48.61,4,0.15,165.27,23.98,Standard Class,Georgia
ORD-106123,6/3/2034,Jamie Miller,Central,Corporate,Office Supplies,Storage,Storage - Model 591,25.25,8,0,202,72.8,First Class,Ohio
ORD-107841,2/9/2021,Pat Davis,North,Consumer,Office Supplies,Paper,Paper - Model 442,29.21,3,0,87.63,56.25,Second Class,New York
ORD-108039,12/4/2026,Pat Jones,West,Corporate,Furniture,Tables,Tables - Model 643,66.74,4,0,266.96,111.95,Second Class,California
ORD-109772,5/15/2020,Jamie Jones,Central,Corporate,Office Supplies,Storage,Storage - Model 208,1,3,0,3,42.59,Same Day,Michigan
ORD-102550,10/27/2020,Jordan Johnson,East,Home Office,Office Supplies,Binders,Binders - Model 566,83.54,3,0.1,225.56,100.53,First Class,North Carolina
ORD-106842,3/31/2020,Casey Smith,South,Corporate,Technology,Accessories,Accessories - Model 344,149.38,3,0,448.14,162.3,Standard Class,Pennsylvania
ORD-109289,6/24/2020,Lee Wilson,East,Home Office,Office Supplies,Paper,Paper - Model 902,1,5,0,5,-11.59,First Class,Ohio
ORD-100938,3/28/2020,Lee Wilson,South,Home Office,Furniture,Chairs,Chairs - Model 122,38.76,4,0,155.04,77.05,Standard Class,North Carolina
ORD-107403,12/28/2020,Pat Brown,East,Corporate,Office Supplies,Binders,Binders - Model 167,52.63,5,0,263.15,91.27,Second Class,Texas
ORD-110652,7/26/2023,Taylor Wilson,West,Home Office,Office Supplies,Storage,Storage - Model 653,1,3,0.1,2.7,5.5,First Class,Florida
ORD-107797,5/5/2020,Kim Johnson,East,Consumer,Furniture,Furnishings,Furnishings - Model 661,49.37,6,0,296.22,110.28,First Class,Florida
ORD-111688,10/6/2020,Jordan Wilson,East,Corporate,Furniture,Furnishings,Furnishings - Model 803,22.7,2,0,45.4,22.3,Same Day,Ohio
ORD-104852,11/10/2022,Robin Garcia,East,Corporate,Office Supplies,Paper,Paper - Model 153,79.48,6,0,476.88,188.45,Same Day,New York
ORD-102644,2/4/2020,Dana Brown,Central,Consumer,Technology,Copiers,Copiers - Model 706,154.75,4,0.05,588.05,212.75,Second Class,Michigan
ORD-110505,1/30/2021,Skyler Wilson,South,Consumer,Office Supplies,Storage,Storage - Model 945,28.83,7,0.1,181.63,73.51,First Class,New York
ORD-103165,4/17/2021,Riley Davis,East,Home Office,Furniture,Tables,Tables - Model 170,1,8,0,8,20.96,First Class,Ohio
ORD-103639,6/11/2020,Casey Miller,East,Home Office,Technology,Phones,Phones - Model 953,230.91,7,0,1616.37,636.7,First Class,New York
ORD-108134,3/11/2022,Casey Williams,South,Corporate,Furniture,Tables,Tables - Model 585,14.34,4,0,57.36,11.82,First Class,Texas
ORD-106128,4/24/2020,Lee Jones,East,Corporate,Office Supplies,Paper,Paper - Model 313,1,3,0,3,-11.3,Standard Class,Texas
ORD-107720,7/19/2021,Sam Miller,South,Corporate,Office Supplies,Paper,Paper - Model 352,1,1,0.05,0.95,-14.61,Second Class,California
ORD-102061,5/17/2021,Morgan Miller,South,Consumer,Technology,Accessories,Accessories - Model 693,134.18,6,0,805.08,326.2,Same Day,North Carolina
ORD-104645,8/6/2022,Lee Smith,Central,Home Office,Technology,Machines,Machines - Model 545,79.45,2,0,158.9,70.45,Second Class,Illinois
ORD-107500,7/1/2021,Dana Davis,South,Corporate,Furniture,Furnishings,Furnishings - Model 220,45.77,5,0,228.85,94.09,First Class,Michigan
ORD-102812,2/7/2022,Sam Jones,East,Corporate,Office Supplies,Binders,Binders - Model 607,1,3,0,3,19.37,First Class,Georgia
ORD-111278,4/2/2023,Jamie Jones,West,Consumer,Office Supplies,Paper,Paper - Model 505,29.84,8,0,238.72,80.27,Same Day,Illinois
ORD-110863,5/9/2021,Riley Davis,North,Consumer,Office Supplies,Writing,Writing - Model 220,1,10,0,10,-4.23,Standard Class,New York
ORD-110806,8/28/2020,Kim Rodriguez,East,Consumer,Office Supplies,Writing,Writing - Model 547,25.6,7,0.15,152.32,32.45,Same Day,New York
ORD-102549,2/17/2020,Robin Garcia,South,Corporate,Office Supplies,Writing,Writing - Model 412,11.38,3,0.1,30.73,17.91,Second Class,California
ORD-108483,2/26/2025,Robin Johnson,Central,Consumer,Office Supplies,Storage,Storage - Model 292,70.19,4,0,280.76,107.47,Standard Class,Pennsylvania
ORD-107019,8/21/2022,Jordan Miller,East,Consumer,Furniture,Furnishings,Furnishings - Model 289,103.43,5,0.15,439.58,141.94,First Class,Florida
ORD-106227,3/3/2028,Casey Johnson,West,Corporate,Technology,Phones,Phones - Model 838,75.24,3,0,225.72,74.48,First Class,Florida
ORD-108683,10/14/2021,Casey Smith,Central,Consumer,Office Supplies,Binders,Binders - Model 658,1,3,0.05,2.85,-5.75,Second Class,Ohio
ORD-104174,12/18/2023,Alex Williams,Central,Home Office,Technology,Copiers,Copiers - Model 197,128.75,5,0,643.75,279.14,Standard Class,Florida
ORD-105833,1/31/2021,Alex Davis,South,Consumer,Office Supplies,Paper,Paper - Model 840,109.78,4,0,439.12,173.09,Second Class,Michigan
ORD-110522,12/18/2023,Chris Jones,South,Corporate,Office Supplies,Binders,Binders - Model 459,22.04,4,0,88.16,38.54,Second Class,Michigan
ORD-101024,7/14/2025,Kim Smith,South,Consumer,Office Supplies,Binders,Binders - Model 175,41.13,2,0,82.26,17.77,Second Class,Ohio
ORD-104848,10/6/2022,Casey Miller,South,Corporate,Office Supplies,Binders,Binders - Model 469,120.07,4,0.05,456.27,155.48,First Class,Ohio
ORD-105826,12/10/2021,Alex Davis,South,Consumer,Furniture,Chairs,Chairs - Model 372,75.78,6,0,454.68,186.16,First Class,Illinois
ORD-107847,4/21/2021,Alex Jones,West,Consumer,Furniture,Chairs,Chairs - Model 480,156.59,2,0.05,297.52,117.81,First Class,Pennsylvania
ORD-101951,6/23/2020,Taylor Jones,East,Home Office,Technology,Copiers,Copiers - Model 189,165.81,7,0.05,1102.64,384.62,Same Day,Illinois
ORD-109300,8/3/2020,Taylor Smith,East,Corporate,Office Supplies,Binders,Binders - Model 268,1,2,0,2,22.32,Same Day,Georgia
ORD-100351,9/20/2023,Taylor Davis,East,Corporate,Technology,Machines,Machines - Model 791,55.28,5,0,276.4,115.75,Same Day,North Carolina
ORD-107020,7/14/2021,Kim Williams,West,Home Office,Furniture,Chairs,Chairs - Model 950,210.56,2,0,421.12,178.85,Same Day,Florida
ORD-105480,3/14/2023,Skyler Wilson,North,Corporate,Office Supplies,Binders,Binders - Model 665,1,2,0,2,31.59,Standard Class,Georgia
ORD-109440,5/11/2020,Sam Brown,West,Corporate,Office Supplies,Storage,Storage - Model 625,64.75,3,0,194.25,76.24,First Class,Illinois
ORD-104797,12/6/2022,Sam Miller,West,Home Office,Furniture,Chairs,Chairs - Model 932,32.91,6,0,197.46,45.87,Second Class,Michigan
ORD-110239,8/12/2020,Riley Williams,North,Home Office,Furniture,Bookcases,Bookcases - Model 889,98.78,3,0.05,281.52,83.4,First Class,Florida
ORD-103662,2/6/2020,Sam Rodriguez,East,Consumer,Office Supplies,Binders,Binders - Model 898,59,3,0,177,72.83,Standard Class,New York
ORD-107300,4/6/2020,Skyler Rodriguez,East,Consumer,Technology,Phones,Phones - Model 602,98.21,1,0.15,83.48,7.58,Same Day,Ohio
ORD-104657,7/11/2021,Chris Rodriguez,South,Consumer,Furniture,Chairs,Chairs - Model 889,148.21,5,0.2,592.84,121.81,Second Class,Illinois
ORD-105720,3/18/2020,Sam Miller,West,Corporate,Technology,Accessories,Accessories - Model 970,193.7,2,0,387.4,142.63,First Class,Pennsylvania
ORD-103150,11/27/2021,Chris Garcia,West,Corporate,Office Supplies,Writing,Writing - Model 881,1,2,0,2,0.76,First Class,Illinois
ORD-107021,4/2/2023,Pat Brown,South,Corporate,Technology,Machines,Machines - Model 474,90,9,0,810,336.98,First Class,North Carolina
ORD-108158,12/26/2020,Dana Brown,West,Home Office,Furniture,Tables,Tables - Model 272,97.31,6,0,583.86,215.25,First Class,Michigan
ORD-104813,5/16/2021,Chris Williams,North,Corporate,Office Supplies,Binders,Binders - Model 598,1,3,0,3,-24.61,Second Class,California
ORD-111112,1/22/2020,Robin Brown,South,Home Office,Technology,Copiers,Copiers - Model 372,166.42,3,0.15,424.37,123.5,Second Class,Texas
ORD-108479,12/30/2025,Jordan Brown,West,Corporate,Office Supplies,Storage,Storage - Model 121,70.58,6,0,423.48,152.18,Second Class,Florida
ORD-105143,10/14/2022,Pat Davis,North,Corporate,Office Supplies,Storage,Storage - Model 353,5.63,8,0.05,42.79,18.39,Same Day,North Carolina
ORD-102939,1/31/2020,Kim Miller,South,Home Office,Technology,Phones,Phones - Model 788,76.55,4,0.15,260.27,63.43,Second Class,Georgia
ORD-104510,5/14/2020,Robin Johnson,North,Consumer,Technology,Accessories,Accessories - Model 542,92.64,2,0,185.28,95.67,Standard Class,North Carolina
ORD-101340,7/27/2020,Casey Garcia,Central,Corporate,Technology,Machines,Machines - Model 962,57.06,8,0.05,433.66,143.76,Second Class,Ohio
ORD-111265,4/26/2024,Kim Johnson,North,Home Office,Furniture,Chairs,Chairs - Model 428,95.61,4,0.05,363.32,134.53,First Class,Ohio
ORD-101391,2/23/2020,Riley Davis,West,Consumer,Office Supplies,Paper,Paper - Model 597,59.37,4,0,237.48,66.61,Standard Class,Michigan
ORD-109205,2/25/2020,Kim Davis,East,Home Office,Furniture,Chairs,Chairs - Model 967,91.16,6,0.15,464.92,123.64,First Class,Illinois
ORD-108655,2/21/2021,Chris Rodriguez,West,Corporate,Technology,Copiers,Copiers - Model 112,91.67,2,0,183.34,104.57,Second Class,New York
ORD-111287,10/20/2020,Kim Davis,East,Home Office,Office Supplies,Paper,Paper - Model 906,25.28,3,0,75.84,54.09,Second Class,Texas
ORD-109851,11/30/2026,Pat Rodriguez,West,Consumer,Furniture,Tables,Tables - Model 516,246.05,3,0,738.15,291.83,Standard Class,Pennsylvania
ORD-106391,1/8/2021,Alex Miller,South,Home Office,Technology,Machines,Machines - Model 875,106.31,3,0,318.93,139.92,Same Day,New York
ORD-101583,4/25/2021,Alex Brown,North,Consumer,Technology,Phones,Phones - Model 443,186.78,2,0,373.56,152.22,Standard Class,Pennsylvania
ORD-101412,8/8/2020,Robin Jones,North,Corporate,Furniture,Furnishings,Furnishings - Model 710,107.26,4,0,429.04,166.9,First Class,California
ORD-105967,3/5/2020,Chris Brown,North,Corporate,Office Supplies,Storage,Storage - Model 653,55.23,1,0,55.23,-28.68,First Class,Illinois
ORD-110519,5/6/2022,Skyler Miller,South,Consumer,Technology,Phones,Phones - Model 959,81.05,2,0,162.1,73.81,Same Day,Michigan
ORD-102256,5/25/2021,Taylor Brown,West,Consumer,Office Supplies,Paper,Paper - Model 232,33.6,4,0,134.4,97.92,First Class,Illinois
ORD-108909,3/28/2028,Kim Garcia,Central,Corporate,Furniture,Chairs,Chairs - Model 386,10.13,5,0,50.65,43.79,First Class,Georgia
ORD-102212,1/13/2020,Casey Wilson,Central,Home Office,Office Supplies,Binders,Binders - Model 156,1,2,0,2,-26.56,Same Day,Pennsylvania
ORD-105603,1/15/2022,Skyler Davis,Central,Corporate,Office Supplies,Storage,Storage - Model 215,9.17,5,0,45.85,27.98,Second Class,Florida
ORD-102622,2/2/2021,Lee Miller,Central,Consumer,Office Supplies,Storage,Storage - Model 626,1,2,0,2,-18.71,Second Class,Illinois
ORD-107706,7/19/2021,Sam Davis,South,Consumer,Office Supplies,Paper,Paper - Model 957,56.75,3,0,170.25,62.42,Standard Class,Illinois
ORD-105417,9/22/2020,Kim Rodriguez,West,Home Office,Office Supplies,Writing,Writing - Model 408,45.81,5,0,229.05,114.3,Second Class,Pennsylvania
ORD-104938,10/2/2022,Riley Jones,East,Consumer,Technology,Phones,Phones - Model 428,238.69,4,0.05,907.02,325.22,First Class,Michigan
ORD-109783,4/29/2025,Alex Miller,North,Corporate,Technology,Phones,Phones - Model 574,161.35,5,0.05,766.41,251.04,Standard Class,Texas
ORD-103624,7/20/2020,Alex Davis,Central,Corporate,Office Supplies,Binders,Binders - Model 378,21.49,4,0.1,77.36,46.71,Standard Class,Pennsylvania
ORD-108887,4/18/2022,Riley Rodriguez,South,Corporate,Furniture,Bookcases,Bookcases - Model 297,103.34,3,0,310.02,109.16,First Class,Georgia
ORD-104267,2/14/2020,Robin Miller,Central,Consumer,Office Supplies,Storage,Storage - Model 512,1,6,0.05,5.7,30.64,First Class,Ohio
ORD-110796,1/2/2021,Pat Johnson,East,Consumer,Office Supplies,Paper,Paper - Model 615,?,4,0.2,326.53,51.32,Second Class,Florida
ORD-100463,9/4/2021,Chris Brown,North,Corporate,Technology,Accessories,Accessories - Model 683,260.88,6,0,1565.28,638.29,Same Day,North Carolina
ORD-101754,2/20/2027,Lee Wilson,East,Corporate,Furniture,Bookcases,Bookcases - Model 611,50.24,3,0.1,135.65,37.96,First Class,Georgia
ORD-111509,10/12/2020,Chris Williams,North,Home Office,Office Supplies,Storage,Storage - Model 558,1,5,0,5,-0.08,Same Day,Texas
ORD-105638,1/13/2020,Taylor Brown,West,Corporate,Office Supplies,Storage,Storage - Model 683,1,3,0.15,2.55,-5.74,Second Class,California
ORD-106390,3/5/2020,Alex Brown,North,Corporate,Furniture,Chairs,Chairs - Model 132,88.2,6,0.05,502.74,208.53,Same Day,Georgia
ORD-105852,8/28/2023,Sam Brown,South,Corporate,Office Supplies,Storage,Storage - Model 710,42.32,3,0.1,114.26,-21.46,Same Day,California
ORD-109775,3/13/2021,Sam Smith,Central,Corporate,Office Supplies,Paper,Paper - Model 564,20.87,2,0.1,37.57,12.94,First Class,North Carolina
ORD-100378,3/25/2023,Pat Brown,East,Corporate,Office Supplies,Binders,Binders - Model 329,57.78,3,0,173.34,83.14,Same Day,Pennsylvania
ORD-103106,6/18/2022,Skyler Williams,North,Consumer,Furniture,Tables,Tables - Model 379,87.29,3,0,261.87,113.68,First Class,Pennsylvania
ORD-104803,5/27/2020,Sam Williams,South,Home Office,Technology,Machines,Machines - Model 422,118.7,5,0,593.5,243.72,Same Day,Michigan
ORD-101335,1/5/2022,Dana Williams,Central,Home Office,Office Supplies,Paper,Paper - Model 197,47.21,4,0,188.84,26.45,Same Day,Michigan
ORD-110576,2025-13-01,Robin Wilson,West,Home Office,Office Supplies,Binders,Binders - Model 939,1,5,0,5,-24.38,First Class,Ohio
ORD-111651,8/30/2021,Casey Williams,West,Consumer,Furniture,Bookcases,Bookcases - Model 730,120.59,4,0,482.36,214.77,Standard Class,Ohio
ORD-102716,12/28/2021,Riley Brown,North,Corporate,Technology,Machines,Machines - Model 385,106.71,3,0,320.13,119.9,Standard Class,Pennsylvania
ORD-107258,6/11/2022,Lee Jones,Central,Consumer,Furniture,Tables,Tables - Model 353,186.36,3,0.1,503.17,183.07,Same Day,Georgia
ORD-107297,4/12/2021,Kim Garcia,East,Consumer,Office Supplies,Writing,Writing - Model 908,68.95,4,0,275.8,150.96,Second Class,Florida
ORD-109535,2/10/2021,Chris Miller,North,Corporate,Technology,Phones,Phones - Model 247,163.91,5,0.2,655.64,163.2,Second Class,Ohio
ORD-110862,3/21/2020,Pat Jones,West,Consumer,Office Supplies,Binders,Binders - Model 503,39.59,5,0.05,188.05,55.92,First Class,North Carolina
ORD-111875,4/16/2025,Kim Davis,South,Home Office,Office Supplies,Paper,Paper - Model 424,60.88,1,0.1,54.79,41.39,First Class,California
ORD-107399,7/20/2020,Alex Williams,East,Consumer,Office Supplies,Binders,Binders - Model 313,13.33,2,0.2,21.33,20.88,Second Class,California
ORD-101811,10/8/2022,Morgan Davis,North,Home Office,Furniture,Tables,Tables - Model 391,176.74,3,0,530.22,229.91,Same Day,Georgia
ORD-107254,9/27/2020,Alex Garcia,South,Consumer,Furniture,Bookcases,Bookcases - Model 605,162.63,2,0,325.26,111.15,Same Day,Georgia
ORD-106666,10/9/2020,Casey Miller,East,Corporate,Office Supplies,Writing,Writing - Model 756,1,4,0.05,3.8,-20.25,Same Day,Ohio
ORD-101894,7/20/2021,Kim Brown,North,Consumer,Office Supplies,Binders,Binders - Model 164,27.73,1,0,27.73,-6.29,Same Day,Ohio
ORD-108877,10/10/2020,Morgan Williams,West,Home Office,Office Supplies,Storage,Storage - Model 870,184.5,7,0,1291.5,509.56,Standard Class,Georgia
ORD-106355,8/15/2026,Kim Garcia,South,Home Office,Office Supplies,Binders,Binders - Model 823,1,5,0.05,4.75,-5.73,Same Day,California
ORD-108147,11/12/2024,Pat Rodriguez,South,Home Office,Furniture,Bookcases,Bookcases - Model 729,107.67,3,0,323.01,133.24,First Class,New York
ORD-108747,3/17/2020,Dana Miller,West,Consumer,Furniture,Tables,Tables - Model 260,100.53,6,0.1,542.86,149.3,Same Day,Pennsylvania
ORD-101189,5/12/2022,Chris Brown,East,Home Office,Technology,Accessories,Accessories - Model 306,124.26,2,0.05,236.09,100.13,Second Class,Michigan
ORD-105194,6/9/2020,Kim Smith,West,Corporate,Furniture,Chairs,Chairs - Model 348,72.59,6,0,435.54,177.48,Second Class,California
ORD-107908,12/17/2020,Dana Miller,Central,Corporate,Technology,Phones,Phones - Model 862,67.36,,0,134.72,44.66,First Class,Ohio
ORD-106832,5/16/2021,Taylor Johnson,Central,Consumer,Office Supplies,Paper,Paper - Model 564,25.68,3,0,77.04,8.76,First Class,Illinois
ORD-105816,3/30/2020,Riley Rodriguez,South,Home Office,Office Supplies,Paper,Paper - Model 469,1,4,0.1,3.6,7.06,Second Class,Michigan
ORD-103454,6/12/2025,Jordan Jones,West,Home Office,Furniture,Chairs,Chairs - Model 271,1,1,0.1,0.9,18.52,Standard Class,California
ORD-107691,1/30/2024,Skyler Rodriguez,South,Corporate,Furniture,Furnishings,Furnishings - Model 508,77.89,4,0,311.56,100.96,Standard Class,Texas
ORD-105803,3/30/2023,Jamie Johnson,South,Corporate,Furniture,Chairs,Chairs - Model 895,19.48,3,0.1,52.6,6.06,First Class,Florida
ORD-107700,12/10/2030,Morgan Williams,East,Corporate,Office Supplies,Writing,Writing - Model 798,1,3,0.15,2.55,-5.51,Same Day,Texas
ORD-105843,1/12/2020,Pat Miller,West,Consumer,Office Supplies,Storage,Storage - Model 655,1,2,0.1,1.8,-10.2,Standard Class,Georgia
ORD-108965,1/28/2022,Pat Johnson,Central,Consumer,Office Supplies,Binders,Binders - Model 349,?,4,0,65.12,21.57,Same Day,Pennsylvania
ORD-104613,3/21/2020,Robin Miller,Central,Home Office,Furniture,Chairs,Chairs - Model 378,74.26,7,0,519.82,220.85,Second Class,North Carolina
ORD-103992,9/4/2022,Sam Rodriguez,East,Home Office,Technology,Machines,Machines - Model 181,151.89,5,0.15,645.53,177.26,Same Day,Georgia
ORD-111118,9/8/2022,Dana Johnson,South,Home Office,Office Supplies,Binders,Binders - Model 918,1,4,0,4,6.6,First Class,California
ORD-101030,1/27/2020,Skyler Johnson,South,Corporate,Office Supplies,Storage,Storage - Model 605,1,3,0,3,26.94,Same Day,California
ORD-109119,10/19/2023,Jamie Johnson,Central,Home Office,Office Supplies,Binders,Binders - Model 949,15.94,7,0.05,106,68.89,Same Day,Ohio
ORD-102220,5/1/2022,Casey Johnson,South,Home Office,Office Supplies,Writing,Writing - Model 620,78.11,4,0,312.44,118.41,First Class,Michigan
ORD-103774,1/22/2022,Riley Williams,East,Home Office,Technology,Phones,Phones - Model 548,148.99,4,0.2,476.77,137.66,First Class,California
ORD-108540,9/9/2021,Sam Jones,Central,Consumer,Office Supplies,Paper,Paper - Model 172,34.28,7,0.05,227.96,113.27,Standard Class,New York
ORD-109316,2/18/2023,Morgan Smith,East,Corporate,Furniture,Bookcases,Bookcases - Model 161,95.61,4,0,382.44,166.76,First Class,California
ORD-101755,2/6/2023,Casey Rodriguez,West,Corporate,Office Supplies,Binders,Binders - Model 914,80.69,2,0.05,153.31,27.92,Second Class,Texas
ORD-107748,9/9/2020,Chris Miller,Central,Home Office,Technology,Machines,Machines - Model 482,164.13,7,0,1148.91,475.03,First Class,Michigan
ORD-108791,2/11/2020,Dana Brown,North,Consumer,Technology,Accessories,Accessories - Model 524,251.41,3,0,754.23,320.35,Same Day,Pennsylvania
ORD-104327,10/3/2027,Dana Johnson,North,Home Office,Furniture,Tables,Tables - Model 497,127.04,4,0,508.16,243.01,Same Day,Florida
ORD-110266,3/21/2021,Jamie Miller,South,Consumer,Office Supplies,Binders,Binders - Model 776,1,3,0,3,-2.03,First Class,Florida
ORD-100110,8/27/2020,Dana Brown,East,Home Office,Furniture,Bookcases,Bookcases - Model 929,32.23,5,0.05,153.09,42.52,Same Day,Pennsylvania
ORD-107934,8/1/2020,Sam Rodriguez,Central,Corporate,Technology,Copiers,Copiers - Model 247,54.65,5,0,273.25,65.74,Same Day,California
ORD-108919,8/15/2021,Lee Williams,West,Consumer,Furniture,Chairs,Chairs - Model 767,96.05,6,0.05,547.48,197.83,Second Class,Georgia
ORD-102917,8/13/2023,Riley Jones,West,Consumer,Office Supplies,Paper,Paper - Model 480,1,2,0,2,25.78,Standard Class,Georgia
ORD-111068,5/13/2021,Pat Johnson,West,Home Office,Technology,Copiers,Copiers - Model 719,112.34,4,0,449.36,206.73,Same Day,Michigan
ORD-101515,1/6/2020,Dana Garcia,East,Corporate,Office Supplies,Storage,Storage - Model 347,1,5,0,5,8.81,Same Day,Ohio
ORD-111356,3/22/2020,Kim Johnson,Central,Corporate,Furniture,Furnishings,Furnishings - Model 338,15.39,3,0.05,43.86,25.15,Standard Class,Michigan
ORD-111076,1/2/2021,Morgan Smith,North,Consumer,Office Supplies,Writing,Writing - Model 260,4.15,4,0.05,15.77,7.95,Standard Class,North Carolina
ORD-110883,10/3/2021,Jordan Wilson,South,Corporate,Technology,Machines,Machines - Model 251,138.85,1,0,138.85,55.94,Second Class,Pennsylvania
ORD-110108,9/26/2020,Sam Williams,West,Corporate,Office Supplies,Paper,Paper - Model 177,6.95,2,0,13.9,31.4,Second Class,Georgia
ORD-102263,2/14/2021,Morgan Garcia,North,Consumer,Technology,Phones,Phones - Model 697,78.61,6,0.05,448.08,161.12,Same Day,Georgia
ORD-108025,12/30/2020,Dana Wilson,Central,Consumer,Office Supplies,Binders,Binders - Model 459,76.37,8,0.1,549.86,148.45,Second Class,North Carolina
ORD-106080,2/19/2021,Robin Garcia,East,Corporate,Office Supplies,Paper,Paper - Model 730,1,3,0,3,-5.65,Same Day,Georgia
ORD-110376,5/17/2020,Morgan Miller,South,Home Office,Furniture,Bookcases,Bookcases - Model 824,61.82,5,0.1,278.19,88.65,Same Day,Michigan
ORD-110089,6/29/2020,Lee Rodriguez,North,Home Office,Office Supplies,Writing,Writing - Model 992,1,2,0,2,6.75,Second Class,California
ORD-100893,12/20/2020,Chris Johnson,West,Consumer,Technology,Phones,Phones - Model 834,172.8,4,0.1,622.08,249.93,Standard Class,Pennsylvania
ORD-101490,7/8/2020,Taylor Smith,South,Consumer,Technology,Phones,Phones - Model 728,39.27,3,0,117.81,58.57,First Class,Pennsylvania
ORD-101850,8/23/2020,Lee Jones,East,Home Office,Furniture,Furnishings,Furnishings - Model 463,168.29,1,0,168.29,71.49,Same Day,Illinois
ORD-107333,5/26/2021,Jamie Brown,Central,Home Office,Technology,Accessories,Accessories - Model 376,169.17,3,0,507.51,220.95,First Class,Pennsylvania
ORD-100324,12/8/2025,Lee Williams,Central,Corporate,Furniture,Tables,Tables - Model 646,74.42,7,0,520.94,200.12,Second Class,Georgia
ORD-101215,6/23/2020,Kim Garcia,West,Home Office,Office Supplies,Paper,Paper - Model 623,1,3,0,3,-8.31,Same Day,California
ORD-102933,7/4/2021,Morgan Jones,West,Consumer,Office Supplies,Paper,Paper - Model 264,1,2,0,2,-7.35,First Class,New York
ORD-104689,2/17/2027,Pat Wilson,Central,Corporate,Office Supplies,Paper,Paper - Model 216,38.94,4,0.05,147.97,89.6,First Class,Michigan
ORD-108898,2/24/2020,Taylor Rodriguez,West,Consumer,Furniture,Chairs,Chairs - Model 857,69.7,3,0.1,188.19,67.51,Standard Class,Texas
ORD-108631,6/24/2020,Pat Williams,North,Home Office,Office Supplies,Storage,Storage - Model 251,1,3,0,3,-1.78,Standard Class,Georgia
ORD-110914,10/3/2023,Chris Jones,South,Consumer,Office Supplies,Binders,Binders - Model 802,1,6,0,6,11.61,Second Class,Illinois
ORD-111034,1/27/2023,Riley Smith,Central,Corporate,Furniture,Furnishings,Furnishings - Model 917,66.28,2,0,132.56,71.57,Standard Class,Florida
ORD-111689,1/11/2022,Sam Rodriguez,Central,Home Office,Office Supplies,Paper,Paper - Model 162,53.02,4,0,212.08,90.45,Same Day,North Carolina
ORD-101129,7/29/2020,Pat Miller,Central,Home Office,Furniture,Chairs,Chairs - Model 745,22.31,6,0,133.86,33.44,Standard Class,Texas
ORD-106959,12/26/2025,Lee Smith,East,Home Office,Technology,Copiers,Copiers - Model 592,170.14,3,0.1,459.38,180,Same Day,Ohio
ORD-102918,1/19/2021,Jamie Rodriguez,Central,Corporate,Office Supplies,Paper,Paper - Model 592,63.18,4,0,252.72,122.74,First Class,Texas
ORD-103084,4/25/2022,Chris Rodriguez,South,Corporate,Furniture,Chairs,Chairs - Model 481,36.34,3,0.15,92.67,42.47,Standard Class,Georgia
ORD-104588,2/18/2022,Pat Wilson,South,Corporate,Furniture,Bookcases,Bookcases - Model 219,60.88,5,0,304.4,109.83,Second Class,North Carolina
